codigo_ponto;bloco;de_m;ate_m;polegadas;milimetros;material;diametro_pol;diametro_mm;ranhura
2900005856;revestimento;0;33.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900005856;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006112;diametro;0;10;9;228.6000;;;;
2900006112;diametro;10;49;6;152.4000;;;;
2900006112;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007563;diametro;0;5;8;203.2000;;;;
2900007563;diametro;5;70;6;152.4000;;;;
2900007563;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007563;espaco_anular;0;0.2;;;Cimenta̤̣o;;;
2900007564;diametro;0;5.4;8;203.2000;;;;
2900007564;diametro;5.4;80;6;152.4000;;;;
2900007564;revestimento;0;5.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007564;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900007565;diametro;0;5;8;203.2000;;;;
2900007565;diametro;5;80;6;152.4000;;;;
2900007565;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007565;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007566;diametro;0;11.1;8;203.2000;;;;
2900007566;diametro;11.1;140;6;152.4000;;;;
2900007566;revestimento;0;11.1;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007566;espaco_anular;0;0.7;;;Cimenta̤̣o;;;
2900007567;diametro;0;13;8;203.2000;;;;
2900007567;diametro;13;100;6;152.4000;;;;
2900007567;revestimento;0;13;;;A̤o sem costura com rosca e luva;6;152.4;
2900007568;diametro;0;5.2;8;203.2000;;;;
2900007568;diametro;5.2;33;6;152.4000;;;;
2900007568;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900007568;espaco_anular;0;0.2;;;Cimenta̤̣o;;;
2900007569;diametro;0;7.7;8;203.2000;;;;
2900007569;diametro;7.7;90;6;152.4000;;;;
2900007569;revestimento;0;7.7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007569;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007570;diametro;0;11.4;8;203.2000;;;;
2900007570;diametro;11.4;75;6;152.4000;;;;
2900007570;revestimento;0;11.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007570;espaco_anular;0;0.7;;;Cimenta̤̣o;;;
2900007571;diametro;0;11;8;203.2000;;;;
2900007571;diametro;11;88;6;152.4000;;;;
2900007571;revestimento;0;11;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007571;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007572;diametro;0;5.3;8;203.2000;;;;
2900007572;diametro;5.3;110;6;152.4000;;;;
2900007572;revestimento;0;5.3;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007572;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007573;diametro;0;14;8;203.2000;;;;
2900007573;diametro;14;130;6;152.4000;;;;
2900007573;revestimento;0;14;;;A̤o sem costura com rosca e luva;6;152.4;
2900007573;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007574;diametro;0;5;8;203.2000;;;;
2900007574;diametro;5;70;6;152.4000;;;;
2900007574;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007575;diametro;0;59;9 7/8;250.8200;;;;
2900007575;diametro;59;65;8;203.2000;;;;
2900007575;diametro;65;126;6;152.4000;;;;
2900007575;revestimento;0;65;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007575;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007576;diametro;0;17;8;203.2000;;;;
2900007576;diametro;17;130;6;152.4000;;;;
2900007576;revestimento;0;17;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007576;espaco_anular;0;0.7;;;Cimenta̤̣o;;;
2900007577;diametro;0;5;8;203.2000;;;;
2900007577;diametro;5;110;6;152.4000;;;;
2900007577;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007577;espaco_anular;0;2;;;Cimenta̤̣o;;;
2900007578;diametro;0;16.4;8;203.2000;;;;
2900007578;diametro;16.4;100;6;152.4000;;;;
2900007578;revestimento;0;16.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007579;diametro;0;5;8;203.2000;;;;
2900007579;diametro;5;70;6;152.4000;;;;
2900007579;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007579;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007580;diametro;0;5;8;203.2000;;;;
2900007580;diametro;5;37;6;152.4000;;;;
2900007580;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007580;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007581;diametro;0;5.2;8;203.2000;;;;
2900007581;diametro;5.2;70;6;152.4000;;;;
2900007581;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900007581;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007582;diametro;0;7.7;8;203.2000;;;;
2900007582;diametro;7.7;70;6;152.4000;;;;
2900007582;revestimento;0;7.7;;;A̤o sem costura com rosca e luva;6;152.4;
2900007582;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007583;diametro;0;5.8;8;203.2000;;;;
2900007583;diametro;5.8;70;6;152.4000;;;;
2900007583;revestimento;0;5.8;;;A̤o sem costura com rosca e luva;6;152.4;
2900007583;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007584;diametro;0;5;8;203.2000;;;;
2900007584;diametro;5;50;6;152.4000;;;;
2900007584;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900007584;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900007585;diametro;0;5;8;203.2000;;;;
2900007585;diametro;5;70;6;152.4000;;;;
2900007585;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900007585;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007586;diametro;0;5.3;8;203.2000;;;;
2900007586;diametro;5.3;60;6;152.4000;;;;
2900007586;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900007586;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007587;diametro;0;7.5;8;203.2000;;;;
2900007587;diametro;7.5;110;6;152.4000;;;;
2900007587;revestimento;0;7.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007587;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007588;diametro;0;9;8;203.2000;;;;
2900007588;diametro;9;70;6;152.4000;;;;
2900007588;revestimento;0;9;;;A̤o sem costura com rosca e luva;6;152.4;
2900007588;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007589;diametro;0;5.5;8;203.2000;;;;
2900007589;diametro;5.5;70;6;152.4000;;;;
2900007590;diametro;0;5.3;8;203.2000;;;;
2900007590;diametro;5.3;70;6;152.4000;;;;
2900007590;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900007590;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007591;diametro;0;9;8;203.2000;;;;
2900007591;diametro;9;60;6;152.4000;;;;
2900007591;revestimento;0;9;;;A̤o sem costura com rosca e luva;6;152.4;
2900007591;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007592;diametro;0;6;8;203.2000;;;;
2900007592;diametro;6;70;6;152.4000;;;;
2900007592;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900007593;diametro;0;5.5;8;203.2000;;;;
2900007593;diametro;5.5;40;6;152.4000;;;;
2900007593;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900007593;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007594;diametro;0;5.3;8;203.2000;;;;
2900007594;diametro;5.3;60;6;152.4000;;;;
2900007594;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900007594;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007595;diametro;0;9;8;203.2000;;;;
2900007595;diametro;9;50;6;152.4000;;;;
2900007595;revestimento;0;9;;;A̤o sem costura com rosca e luva;6;152.4;
2900007595;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007596;diametro;0;5;8;203.2000;;;;
2900007596;diametro;5;73;6;152.4000;;;;
2900007596;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900007596;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007597;diametro;0;23;8;203.2000;;;;
2900007597;diametro;23;73;6;152.4000;;;;
2900007597;revestimento;0;23;;;A̤o sem costura com rosca e luva;6;152.4;
2900007597;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007598;diametro;0;9;8;203.2000;;;;
2900007598;diametro;9;91;6;152.4000;;;;
2900007598;revestimento;0;9;;;A̤o sem costura com rosca e luva;6;152.4;
2900007598;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007599;diametro;0;15;8;203.2000;;;;
2900007599;diametro;15;88;6;152.4000;;;;
2900007599;revestimento;0;15;;;A̤o sem costura com rosca e luva;6;152.4;
2900007599;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007600;diametro;0;7;8;203.2000;;;;
2900007600;diametro;7;74;6;152.4000;;;;
2900007600;revestimento;0;7;;;A̤o sem costura com rosca e luva;6;152.4;
2900007600;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007601;diametro;0;11;8;203.2000;;;;
2900007601;diametro;11;90;6;152.4000;;;;
2900007601;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900007601;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007602;diametro;0;23.4;8;203.2000;;;;
2900007602;diametro;23.4;80;6;152.4000;;;;
2900007602;revestimento;0;23.4;;;A̤o sem costura com rosca e luva;6;152.4;
2900007602;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007853;diametro;0;5;8;203.2000;;;;
2900007853;diametro;5;100;6;152.4000;;;;
2900007854;diametro;0;22.2;8;203.2000;;;;
2900007854;diametro;22.2;90;6;152.4000;;;;
2900007854;revestimento;0;22.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007854;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007855;diametro;0;6.4;8;203.2000;;;;
2900007855;diametro;6.4;42;6;152.4000;;;;
2900007855;revestimento;0;6.4;;;Plastico geomecanico;6;152.4;
2900007855;espaco_anular;0;0.75;;;Cimenta̤̣o;;;
2900007856;diametro;0;8;8;203.2000;;;;
2900007856;diametro;8;70;6;152.4000;;;;
2900007856;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900007856;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900007857;diametro;0;15.2;8;203.2000;;;;
2900007857;diametro;15.2;70;6;152.4000;;;;
2900007857;revestimento;0;15.2;;;A̤o com costura;6;152.4;
2900007857;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900007858;diametro;0;23;8;203.2000;;;;
2900007858;diametro;23;65;6;152.4000;;;;
2900007858;revestimento;0;23;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007858;espaco_anular;0;0.3;;;Cimenta̤̣o;;;
2900007859;diametro;0;23;8;203.2000;;;;
2900007859;diametro;23;70;6;152.4000;;;;
2900007859;revestimento;0;23;;;A̤o sem costura com rosca e luva;6;152.4;
2900007860;diametro;0;4.2;8;203.2000;;;;
2900007860;diametro;4.2;120;6;152.4000;;;;
2900007860;revestimento;0;4.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007860;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007861;diametro;0;5.5;8;203.2000;;;;
2900007861;diametro;5.5;70;6;152.4000;;;;
2900007861;revestimento;0;5.5;;;A̤o com costura;6;152.4;
2900007862;diametro;0;4;8;203.2000;;;;
2900007862;diametro;4;100;6;152.4000;;;;
2900007863;diametro;0;5.5;8;203.2000;;;;
2900007863;diametro;5.5;80;6;152.4000;;;;
2900007864;diametro;0;11.25;8;203.2000;;;;
2900007864;diametro;11.25;70;6;152.4000;;;;
2900007864;revestimento;0;11.6;;;A̤o sem costura com rosca e luva;6;152.4;
2900007865;diametro;0;5.5;8;203.2000;;;;
2900007865;diametro;5.5;70;6;152.4000;;;;
2900007865;revestimento;0;5.5;;;A̤o com costura;6;152.4;
2900007865;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900007866;diametro;0;9.05;8;203.2000;;;;
2900007866;diametro;9.05;70;6;152.4000;;;;
2900007866;revestimento;0;9.05;;;A̤o sem costura com rosca e luva;6;152.4;
2900007866;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007867;diametro;0;3.4;8;203.2000;;;;
2900007867;diametro;3.4;22.4;6;152.4000;;;;
2900007867;revestimento;0;3.4;;;A̤o sem costura com rosca e luva;6;152.4;
2900007867;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900007868;diametro;0;5;8;203.2000;;;;
2900007868;diametro;5;70;6;152.4000;;;;
2900007868;revestimento;0;5;;;A̤o com costura;6;152.4;
2900007869;diametro;0;5;8;203.2000;;;;
2900007869;diametro;5;80;6;152.4000;;;;
2900007869;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900007869;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900007870;diametro;0;7.65;8;203.2000;;;;
2900007870;diametro;7.65;70;6;152.4000;;;;
2900007870;revestimento;0;7.65;;;A̤o com costura;6;152.4;
2900007871;diametro;0;5.3;8;203.2000;;;;
2900007871;diametro;5.3;60;6;152.4000;;;;
2900007871;revestimento;0;5.4;;;A̤o sem costura com rosca e luva;6;152.4;
2900007871;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900007872;diametro;0;5;8;203.2000;;;;
2900007872;diametro;5;50;6;152.4000;;;;
2900007872;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900007872;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900021976;diametro;0;5;8;203.2000;;;;
2900021976;diametro;5;150;6;152.4000;;;;
2900021976;revestimento;0;5;;;A̤o com costura;6;152.4;
2900022425;diametro;0;11;10;254.0000;;;;
2900022425;diametro;11;80;6;152.4000;;;;
2900022425;revestimento;0;12;;;A̤o sem costura com rosca e luva;6;152.4;
2900022425;espaco_anular;0;11;;;Material da forma̤̣o;;;
2900022426;diametro;0;5.2;8;203.2000;;;;
2900022426;diametro;5.2;114;6;152.4000;;;;
2900022426;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022426;espaco_anular;0;5.2;;;Material da forma̤̣o;;;
2900022427;diametro;0;5;8;203.2000;;;;
2900022427;diametro;5;90;6;152.4000;;;;
2900022427;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022427;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900022428;diametro;0;14;10;254.0000;;;;
2900022428;diametro;14;120;6;152.4000;;;;
2900022428;revestimento;0;15;;;A̤o sem costura com rosca e luva;6;152.4;
2900022428;espaco_anular;0;14;;;Material da forma̤̣o;;;
2900022429;diametro;0;5.3;8;203.2000;;;;
2900022429;diametro;5.3;120;6;152.4000;;;;
2900022429;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022429;espaco_anular;0;5.3;;;Material da forma̤̣o;;;
2900022430;diametro;0;5;8;203.2000;;;;
2900022430;diametro;5;120;6;152.4000;;;;
2900022430;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022430;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900022431;diametro;0;17;10;254.0000;;;;
2900022431;diametro;17;35;8;203.2000;;;;
2900022431;diametro;35;90;6;152.4000;;;;
2900022431;revestimento;0;36;;;A̤o sem costura com rosca e luva;6;152.4;
2900022431;espaco_anular;0;35;;;Material da forma̤̣o;;;
2900023684;diametro;0;17;8;203.2000;;;;
2900023684;diametro;17;120;6;152.4000;;;;
2900023684;revestimento;0;17;;;A̤o sem costura com rosca e luva;6;152.4;
2900023684;espaco_anular;0;17;;;Material da forma̤̣o;;;
2900023685;diametro;0;5;8;203.2000;;;;
2900023685;diametro;5;90;6;152.4000;;;;
2900023685;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900023685;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900023685;espaco_anular;1;5;;;Material da forma̤̣o;;;
2900024322;diametro;0;11;10;254.0000;;;;
2900024322;diametro;11;96;6;152.4000;;;;
2900024322;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900024322;espaco_anular;0;11;;;Material da forma̤̣o;;;
2900024323;diametro;0;2;10;254.0000;;;;
2900024323;diametro;2;5;8;203.2000;;;;
2900024323;diametro;5;90;6;152.4000;;;;
2900024323;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900024323;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900024324;diametro;0;8.1;10;254.0000;;;;
2900024324;diametro;8.1;120;6;152.4000;;;;
2900024324;revestimento;0;8.1;;;A̤o sem costura com rosca e luva;6;152.4;
2900024324;espaco_anular;0;8.1;;;Material da forma̤̣o;;;
2900024325;diametro;0;11;8;203.2000;;;;
2900024325;diametro;11;120;6;152.4000;;;;
2900024325;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900024325;espaco_anular;0;11;;;Material da forma̤̣o;;;
2900024326;diametro;0;12.1;10;254.0000;;;;
2900024326;diametro;12.1;114;6;152.4000;;;;
2900024326;revestimento;0;12.1;;;A̤o sem costura com rosca e luva;6;152.4;
2900024326;espaco_anular;0;12.1;;;Material da forma̤̣o;;;
2900024331;diametro;0;42;10;254.0000;;;;
2900024331;diametro;42;43;8;203.2000;;;;
2900024331;diametro;43;150;6;152.4000;;;;
2900024331;revestimento;0;43;;;A̤o sem costura com rosca e luva;6;152.4;
2900024331;espaco_anular;0;43;;;Material da forma̤̣o;;;
2900026335;diametro;0;5.2;8;203.2000;;;;
2900026335;diametro;5.2;72;6;152.4000;;;;
2900026335;revestimento;0;5.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900027067;diametro;0;5.5;8;203.2000;;;;
2900027067;diametro;5.5;70;6;152.4000;;;;
2900027067;revestimento;0;70;;;A̤o sem costura com rosca e luva;6;152.4;
2900027067;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900027068;diametro;0;5.7;10;254.0000;;;;
2900027068;diametro;5.7;126;6;152.4000;;;;
2900027068;revestimento;0;5.7;;;A̤o sem costura com rosca e luva;6;152.4;
2900027068;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900027068;espaco_anular;0.5;5.7;;;Material da forma̤̣o;;;
2900027068;espaco_anular;109;126;;;Brita;;;
2900027069;diametro;0;5.1;10;254.0000;;;;
2900027069;diametro;5.1;120;6;152.4000;;;;
2900027069;revestimento;0;5.1;;;A̤o sem costura com rosca e luva;6;152.4;
2900027069;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900027069;espaco_anular;0.5;5.1;;;Material da forma̤̣o;;;
2900027831;diametro;0;5;08;203.2000;;;;
2900027831;diametro;5;90;06;152.4000;;;;
2900027831;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900027831;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900027832;diametro;0;5;08;203.2000;;;;
2900027832;diametro;5;100;06;152.4000;;;;
2900027832;revestimento;0;5;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900027832;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900027832;espaco_anular;0.5;5;;;Material da forma̤̣o;;;
2900027835;diametro;0;29.2;8;203.2000;;;;
2900027835;diametro;29.2;100;6;152.4000;;;;
2900027835;revestimento;0;29.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900027836;diametro;0;22.2;8;203.2000;;;;
2900027836;diametro;22.2;100;6;152.4000;;;;
2900027836;revestimento;0;22.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900027838;diametro;0;5.2;8;203.2000;;;;
2900027838;diametro;5.2;100;6;152.4000;;;;
2900027838;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900030940;diametro;0;60;08;203.2000;;;;
2900030940;diametro;60;150;06;152.4000;;;;
2900030940;revestimento;0;59;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900030940;espaco_anular;0;60;;;Material da forma̤̣o;;;
2900035673;diametro;0;5.1;08;203.2000;;;;
2900035673;diametro;5.1;77;06;152.4000;;;;
2900035673;revestimento;0;5.1;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900035673;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900035673;espaco_anular;1;5.1;;;Material da forma̤̣o;;;
2900035674;diametro;0;5;08;203.2000;;;;
2900035674;diametro;5;150;06;152.4000;;;;
2900035674;revestimento;0;5;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900035674;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900035674;espaco_anular;1;5;;;Material da forma̤̣o;;;
2900035675;diametro;0;5.2;08;203.2000;;;;
2900035675;diametro;5.2;120;06;152.4000;;;;
2900035675;revestimento;0;5.2;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900035675;espaco_anular;0;5.2;;;Material da forma̤̣o;;;
2900035766;diametro;0;5;08;203.2000;;;;
2900035766;diametro;5;70;06;152.4000;;;;
2900035766;revestimento;0;5;;;Nao especificado;6;152.4;
2900035767;diametro;0;3;08;203.2000;;;;
2900035767;diametro;3;80;06;152.4000;;;;
2900035767;revestimento;0;3;;;Nao especificado;6;152.4;
2900005858;diametro;0;7;8;203.2000;;;;
2900005858;diametro;7;70;6;152.4000;;;;
2900005858;revestimento;0;7;;;A̤o sem costura com rosca e luva;6;152.4;
2900005858;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900005859;diametro;0;19.5;8;203.2000;;;;
2900005859;diametro;19.5;70;6;152.4000;;;;
2900005859;revestimento;0;19.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900005859;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900005860;diametro;0;24;8;203.2000;;;;
2900005860;diametro;24;70;6;152.4000;;;;
2900005860;revestimento;0;24;;;A̤o sem costura com rosca e luva;6;152.4;
2900005860;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005861;diametro;0;5;8;203.2000;;;;
2900005861;diametro;5;47;6;152.4000;;;;
2900005861;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005861;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900005862;diametro;0;7;8;203.2000;;;;
2900005862;diametro;7;70;6;152.4000;;;;
2900005862;revestimento;0;7;;;A̤o sem costura com rosca e luva;6;152.4;
2900005862;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005874;diametro;0;5;8;203.2000;;;;
2900005874;diametro;5;55;6;152.4000;;;;
2900005874;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005874;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900005875;diametro;0;5;8;203.2000;;;;
2900005875;diametro;5;40;6;152.4000;;;;
2900005875;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005875;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900005876;diametro;0;12.3;8;203.2000;;;;
2900005876;diametro;12.3;78;6;152.4000;;;;
2900005876;revestimento;0;12.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900005876;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005877;diametro;0;5.5;8;203.2000;;;;
2900005877;diametro;5.5;70;6;152.4000;;;;
2900005877;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005877;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900005878;diametro;0;5.3;8;203.2000;;;;
2900005878;diametro;5.3;70;6;152.4000;;;;
2900005878;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900005878;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005879;diametro;0;19;8;203.2000;;;;
2900005879;diametro;19;70;6;152.4000;;;;
2900005879;revestimento;0;19;;;A̤o sem costura com rosca e luva;6;152.4;
2900005879;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005880;diametro;0;5.3;8;203.2000;;;;
2900005880;diametro;5.3;78;6;152.4000;;;;
2900005881;diametro;0;5.5;8;203.2000;;;;
2900005881;diametro;5.5;70;6;152.4000;;;;
2900005881;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005881;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900005882;diametro;0;17;8;203.2000;;;;
2900005882;diametro;17;40;6;152.4000;;;;
2900005882;revestimento;0;17;;;A̤o sem costura com rosca e luva;6;152.4;
2900005882;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900005883;diametro;0;6.2;8;203.2000;;;;
2900005883;diametro;6.2;64;6;152.4000;;;;
2900005883;revestimento;0;6.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900005883;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900005884;diametro;0;17;8;203.2000;;;;
2900005884;diametro;17;80;6;152.4000;;;;
2900005884;revestimento;0;17;;;A̤o galvanizado com rosca e luva;6;152.4;
2900005885;diametro;0;5;8;203.2000;;;;
2900005885;diametro;5;40;6;152.4000;;;;
2900005885;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005885;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900005886;diametro;0;5;8;203.2000;;;;
2900005886;diametro;5;80;6;152.4000;;;;
2900005886;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005886;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005887;diametro;0;5;8;203.2000;;;;
2900005887;diametro;5;70;6;152.4000;;;;
2900005888;diametro;0;8;8;203.2000;;;;
2900005888;diametro;8;70;6;152.4000;;;;
2900005888;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900005888;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900005889;diametro;0;5.3;8;203.2000;;;;
2900005889;diametro;5.3;64;6;152.4000;;;;
2900005889;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900005889;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900005890;diametro;0;5;8;203.2000;;;;
2900005890;diametro;5;70;6;152.4000;;;;
2900005890;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005890;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900005891;diametro;0;5.3;8;203.2000;;;;
2900005891;diametro;5.3;80;6;152.4000;;;;
2900005892;diametro;0;5;8;203.2000;;;;
